ground_truth,name,classification,confidence,correct
611001,cultivateur anacarde  nettoyer le champ - pomper le champ - recolter,611001,0.5,True
611001,cultivateur arachide  nettoyer le champ - recolter le mais,631001,0.5,False
611001,cultivateur cacao  cultivateur cacao,611001,0.5,True
611001,cultivateur cacao  mettre engrais et nettoyer le champ,611001,0.5,True
611001,"cultivateur cacao cafe  entretenir le champ, nettoyer, surveiller, recolter , vendre",611001,0.5,True
611001,cultivateur coton  nettoyer le champ - recolter le coton,611001,0.5,True
611001,cultivateur coton  cultiver,611001,0.5,True
611001,"cultivateur coton, anacarde  cultiver le coton et l'arachide",611001,0.5,True
611001,cultivateur d anacarde  cultiver et vendre la noix d acajou,611001,0.5,True
611001,cultivateur d anacarde  recolte d anacarde,611001,0.5,True
611001,cultivateur d anacarde  recolte d anacarde,611001,0.5,True
611001,"cultivateur d anacarde  preparer le terrain,  semer les noix de cajou, entretenir le champ, ramasser., secher, mettre dans les sacs et vendre",613001,0.5,False
611001,cultivateur d anarcade  entretient du champ,611001,0.5,True
611001,cultivateur d anarcade  entretenir le champ,611001,0.5,True
611001,cultivateur d anarcade  entretient de champ,611001,0.5,True
611001,cultivateur d anarcade maïs et riz  semer et entretenir le champ,613001,0.5,False
613001,cultivateur d arachide  cultiver et vendre de l arachide,611001,0.5,False
613001,cultivateur d arachide  cultiver et vendre de l arachide,611001,0.5,False
611001,cultivateur d’anacarde  je cultive,611001,0.5,True
611001,"cultivateur d’anacarde  préparer la parcelle,  semer, entretenir, ramasser, sécher et faire la vente",631001,0.5,False
611001,cultivateur d’anacarde  entretien du champ,611001,0.5,True
611001,"cultivateur d’anacarde  préparer la parcelle,  semer, entretenir, ramasser les grains, sécher et faire la vente",631001,0.5,False
611001,"cultivateur d’anacarde  preparer le terrain, semer les noix de cajou, entretenir, ramasser, secher et vendre",613001,0.5,False
611001,cultivateur d’anacarde  nettoyage et ramassage,611001,0.5,True
611001,cultivateur d’anacarde  entretien du champ,611001,0.5,True
611001,"cultivateur d’anacarde  préparer la parcelle , semer, entretenir,  recolter,  sécher et faire la vente",631001,0.5,False
611001,cultivateur d’anacarde  entretien du champ,611001,0.5,True
611001,cultivateur d’anacarde  je cultive,611001,0.5,True
611001,cultivateur d’anacarde  je cultive,611001,0.5,True
611001,"cultivateur d’anacarde  preparer le terrain,  semer, entretenir,  ramasser, secher et vendre",613001,0.5,False
611001,cultivateur d’anacarde  je cultive,611001,0.5,True
611001,"cultivateur d’anarcade  cultiver, entretenir, recolter et vendre",611001,0.5,True
611001,"cultivateur d’anarcade  cultiver, entretenir,recolter et vendre",611001,0.5,True
611001,"cultivateur d’anarcade  cultiver, entretenir recolter et vendre",611001,0.5,True
613001,"cultivateur d’arachide  preparer le terrain, semer les grains d’arachide, entretenir, deterrer, decortiquer, secher, et vendre",613001,1.0,True
613001,cultivateur d’arachides  je cultive,611001,0.5,False
613001,cultivateur d’arachides  je cultive,611001,0.5,False
613001,cultivateur d’igname  recolter des ignames,613001,0.5,True
613001,"cultivateur d’igname  désherbage,  défricher,  entretien",611001,0.5,False
613001,cultivateur d’igname  recolter de l’igname,613001,0.5,True
613001,"cultivateur d’igname  préparer la parcelle , faire les buttes,  faire le planting, entretenir, déterrer et faire la vente",613001,0.5,True
613001,"cultivateur d’igname  préparation du terrain, sélection des tubercules, plantation, entretien de la culture, récolte et commercialisation.",613001,0.5,True
613001,"cultivateur d’igname  désherbage,  défrichage,  faire les buttes puis semer, entretien puis récolte",613001,0.5,True
613001,"cultivateur d’igname  désherbage,  labourage, entretien",611001,0.5,False
613001,cultivateur d’igname  je cultive,613001,0.5,True
613001,"cultivateur d’igname  préparer la parcelle , faire les buttes,  faire le planting, entretenir, déterrer et faire la vente",613001,0.5,True
613001,cultivateur d’igname  je cultive,613001,0.5,True
613001,"cultivateur d’ignames  préparation du terrain, sélection et plantations des tubercules, entretien de la culture, récolte et commercialisation.",613001,0.5,True
611006,cultivateur d’oignon  planter l’oignon,613001,0.5,False
611001,cultivateur d'anacarde  nettoyer la parcelle semer les noix de cajoux entretenir recolter et vendre,613001,0.5,False
611001,cultivateur d'anacarde  entretient recolte,611001,0.5,True
611001,cultivateur d'anacarde et du coton  cultiver l'anacarde et le coton,611001,0.5,True
611001,"cultivateur d'anacarde, de coton  cultive l'anacarde, le coton",611001,0.5,True
611001,"cultivateur d'anacarde,riz et le maîs  cultiver le riz,l'anacarde et le maïs",611001,0.5,True
611001,"cultivateur d'anarcade  nettoyer , récolter",611001,0.5,True
611001,cultivateur d'anarcarde  nettoyer et faire la recolte,611001,0.5,True
611001,cultivateur d'anarcarde  nettoyage des sols et vente d'anacarde,611001,0.5,True
611001,"cultivateur d'arachide  semer , récolter et vendre",611001,0.5,True
613001,cultivateur d'arachide  desherber le terrain pour la culture de l'an prochain,613001,0.5,True
613001,cultivateur de  l arachide  cultiver de l arachide,611001,0.5,False
611001,cultivateur de anacarde  cultive l'anacarde et revend,611001,0.5,True
611001,"cultivateur de anacarde  semer, nettoyage, ramassage",611001,0.5,True
611001,cultivateur de anacarde  ramasser anacarde,611001,0.5,True
611001,"cultivateur de cacao  nettoyer le champ, pomper les herbes, recolter le cacao",611001,1.0,True
611001,cultivateur de cacao  je cultive,611001,1.0,True
611001,"cultivateur de cacao  nettoyer le champ, mettre les angrais, cueillir le cacao",611001,0.5,True
611001,"cultivateur de cacao  superviser les plants de cacao, planter, recolter",611001,0.5,True
611001,"cultivateur de cacao  netoyer, surveiller, cabosser",611001,1.0,True
611001,cultivateur de cacao  mettre les engrais et nettoyer le champ,611001,0.5,True
611001,cultivateur de cacao  netoyer le champ,611001,1.0,True
611001,cultivateur de cacao  faire la recolte,611001,0.5,True
611001,cultivateur de cacao  nettoyer le champ,611001,1.0,True
611001,cultivateur de cacao  planter recolter et vendre,611001,0.5,True
611001,cultivateur de cacao  netoyer le champ de cacao,611001,0.5,True
611001,"cultivateur de cacao  nettoie, seme et recolte",921001,0.5,False
611001,"cultivateur de cacao  nettoie, seme et recolte",921001,0.5,False
611001,cultivateur de cacao  nettoyer le champ,611001,1.0,True
611001,cultivateur de cacao  nettoyer le champ,611001,1.0,True
611001,"cultivateur de cacao  planter,desherber,pulveriser,recolter,cabosser ,faire secher et vendre les feves de cacao",611001,0.5,True
611001,"cultivateur de cacao  nettoi, recolte",611001,0.5,True
611001,cultivateur de cacao  entretien du champs,611001,0.5,True
611001,cultivateur de cacao  arroser les nouvelles plantes et surveiller le champ,611001,0.5,True
611001,cultivateur de cacao  nettoyer le champ,611001,1.0,True
611001,cultivateur de cacao  recolter le cacao,611001,0.5,True
611001,cultivateur de cacao  entretenr et recolter,611001,0.5,True
611001,"cultivateur de cacao  surveiller, entretenir, recolter , vendre",611001,0.5,True
611001,cultivateur de cacao  nettoyer le champ,611001,1.0,True
611001,cultivateur de cacao  nettoyage,611001,0.5,True
611001,cultivateur de cacao  nettoyer ety surveiller le champs,611001,0.5,True
611001,cultivateur de cacao  cultive et vend le cacao,611001,0.5,True
611001,cultivateur de coton  entretien et supervision,611001,0.5,True
611001,cultivateur de coton et arachide  cultiver le coton et l'arachide,611001,0.5,True
611001,"cultivateur de coton; anacarde et arachide  cultiver le coton, l'anacarde et l'arachide",611001,0.5,True
611001,cultivateur de cotton;mais;anacarde et riz  recolter l anacarde,611001,1.0,True
611001,cultivateur de cotton;mais;anacarde et riz  recolter de l anacarde,611001,1.0,True
611006,"cultivateur de gombo  cultiver,  semer,  irriguer,  entretenir et récolter le gombo",611006,0.5,True
611006,cultivateur de haricot et piments  balayer semer entretenir et recolter,613001,0.5,False
611006,cultivateur de haricot et tomate aubergine  nettoyer semer entretenir et puis recolter,611006,0.5,True
613001,cultivateur de igname  entretenir la plantation,611001,0.5,False
613001,cultivateur de igname  faire les buttes,613001,0.5,True
613001,cultivateur de igname  culture de igname,631001,0.5,False
613001,cultivateur de igname et hevea  igname,611001,0.5,False
613001,cultivateur de l igname  cultiver et vendre de l igname,613001,0.5,True
613001,cultivateur de l igname  cultiver et vendre de l igname,613001,0.5,True
611001,cultivateur de l’ anacarde  je cultive,611001,0.5,True
611001,"cultivateur de l’anacarde  semer, recolter, secher et vendre",611001,0.5,True
613001,cultivateur de l’igname  cultiver de l’igname,611001,0.5,False
613001,cultivateur de l’igname  cultiver de l’igname,611001,0.5,False
611006,cultivateur de legumes  entretenir et suivi de la parcelle,613001,0.5,False
611006,cultivateur de legumes et arachide  cultiver et vendre de l arachide et legumes,611001,1.0,False
613001,cultivateur de mais  entretien et recolter,613001,0.5,True
613001,"cultivateur de maïs  préparer la parcelle , semer, entretenir,  recolter,  sécher, mettre dans les sacs et faire la vente",613001,0.5,True
613001,cultivateur de maïs  culture de maïs,613001,1.0,True
613001,cultivateur de maïs  culture de maïs,613001,1.0,True
613001,"cultivateur de maïs  preparer le terrain, semer les grains de maïs, entretenir, casser, decortiquer, mettre dans les sacs et vendre",613001,1.0,True
613001,"cultivateur de maïs  labourer,  cultiver,  , entretenir et récolter le maïs",631001,0.5,False
613001,cultivateur de maïs  entretien du champ,613001,0.5,True
613001,"cultivateur de maïs  cultiver,  semer ,désherber et récolter le maïs",613001,0.5,True
613001,"cultivateur de maïs  labourer,  cultiver,  semer,  entretenir puis récolter le maïs",613001,0.5,True
611001,cultivateur de mais et arachides  entretien et supervision,613001,0.5,False
611001,cultivateur de mais ingname anacarde  cultuver et recolter les produits,611001,0.5,True
611001,cultivateur de mais;anacarde;igname;coton;riz  recolter de l anacarde,611001,0.5,True
611001,cultivateur de mais;anacarde;igname;coton;riz  recolter de l anacarde,611001,0.5,True
613001,cultivateur de manioc  entretien du champ,611006,0.5,False
613001,cultivateur de manioc  cultiver du manioc,613001,0.5,True
613001,cultivateur de manioc  deblayer le champs,613001,0.5,True
613001,cultivateur de manioc  cultiver le manioc,613001,0.5,True
613001,"cultivateur de manioc  préparation du terrain, sélection et préparation des boutures, planter les boutures, entretien de la culture, récolte et commercialisation.",613001,1.0,True
613001,cultivateur de manioc  planter le manioc nettoyer le champ et faire la recolte pour vendre le manioc,611001,0.5,False
613001,cultivateur de manioc  planter nettoyer et faire la recolte,611001,0.5,False
613001,cultivateur de riz  nettoyer. cultiver et vendre,613001,1.0,True
613001,cultivateur de riz  culture de riz,613001,0.5,True
613001,cultivateur de riz  je vais au champ je nettoie labourer semer coller et taper le riz ajouter les produits agricoles et veuillez a ce que les oiseaux ne mangent pas et ensuite faire le nettoyage a la machine,613001,1.0,True
613001,cultivateur de riz et anarcade  semer et entretenir le champ,613001,0.5,True
613001,cultivateur de riz maïs anarcade et haricots  entretenir les champs,611001,0.5,False
611006,cultivateur de roukou  recolter le roukou,611001,0.5,False
611006,cultivateur de roukou  netoyer le champ,611006,0.5,True
611001,cultivateur d'hevea  controler le travail des employés,611001,0.5,True
613001,cultivateur d'igname  nettoyage du sol,613001,0.5,True
611001,cultivateur et vendeur d anacarde  cultiver et vendre de l anacarde,611001,0.5,True
521105,cultivateur et vendeuse de legumes et arachide  cultiver et vendre des legumes et arachide,611006,1.0,False
611001,"cultivateur familial de cacao  nettoyer le champ, cueillir les cacao",611001,0.5,True
613001,cultivateur igname  debroussage du champs metre la bitume et la recolte,613001,0.5,True
611001,"cultivateur l'anacarde; coton et arachide  cultiver l'anacarde, le coton et l'arachide",611001,0.5,True
613001,cultivateur mais  nettoyer le champ - recolter le mais - semer,613001,0.5,True
613001,cultivateur mais  nettoyer le champ - recolter le mais,613001,0.5,True
613001,cultivateur mais  nettoyer le champ - semer le mais et recolter,613001,0.5,True
611001,cultivateurs  cultiver et vendre des produits agricoles,611001,0.8333333333333334,True
611001,cultivatrice  nettoyer le champ,921001,0.3333333333333333,False
611001,"cultivatrice  nettoyer le champ, recolter le cacao",611001,0.5,True
613001,"cultivatrice  nettoyer le champ, faire la recolte",613001,0.5,True
611001,cultivatrice  entretien et service repas,613001,0.5,False
611001,cultivatrice  entrenir et service repas,613001,1.0,False
611001,"cultivatrice  nettoyage, recolte, faire le tri, vente",611001,0.5,True
611001,"cultivatrice  nettoyer le champ, aracher les arachides",631001,0.5,False
611001,"cultivatrice  nettoyer le champ, aracher les arachides",631001,0.5,False
611001,"cultivatrice  d’anacarde  preparer le terrain, semer les noix de cajou, entretenir, ramasser, mettre dans les sacs et vendre",613001,0.5,False
611001,cultivatrice anacarde  netoyage et recolte,611001,0.5,True
611001,cultivatrice anacarde  nettoyer le champ - recolter l'anacarde,611001,0.5,True
611001,cultivatrice anacarde  nettoyer le champ - recolter l'anacarde,611001,0.5,True
611001,cultivatrice arachide  nettoyer le champ - recolter l'arachide,631001,0.5,False
611001,cultivatrice d anarcade  entretenir le champ,611001,0.5,True
611001,cultivatrice d anarcade  entretient du champ,611001,0.5,True
611001,"cultivatrice d arachide  culture, semis,entretien,recolte et vente d une grande partie la recolte obtenue",611001,0.5,True
611001,cultivatrice d arrachide  semer entretenir les arrachides,613001,0.5,False
611001,cultivatrice d’anacadre  entretien du champ,611001,0.5,True
611001,"cultivatrice d’anacarde  préparer la parcelle , semer, entretenir,  recolter,  sécher et faire la vente",631001,0.5,False
613001,cultivatrice d’arachide  je cultive,613001,0.5,True
613001,"cultivatrice d’arachide  préparer la parcelle , semer, entretenir,  recolter,  sécher et faire la vente",613001,0.5,True
613001,"cultivatrice d’arachide  préparer la parcelle , semer, entretenir,  recolter,  sécher et faire la vente",613001,0.5,True
613001,"cultivatrice d’arachide  préparer la parcelle , semer les grains, entretenir,  recolter,  sécher et faire la vente",613001,0.5,True
613001,"cultivatrice d’arachide  préparer la parcelle , semer, entretenir,  recolter,  sécher et faire la vente",613001,0.5,True
613001,"cultivatrice d’arachide  preparer le terrain, semer les grains d’arachide, entretenir, deterrer, recolter, secher et vendre",613001,0.5,True
613001,"cultivatrice d’arachide  preparer le terrain, semer les grains d’arachide, entretenir, deterrer, decortiquer, secher  et vendre",613001,0.5,True
613001,"cultivatrice d’arachide  préparer la parcelle , semer, entretenir,  recolter,  sécher, mettre dans les sacs et faire la vente",613001,0.5,True
613001,"cultivatrice d’arachide  préparer la parcelle , semer, entretenir,  recolter,  sécher et faire la vente",613001,0.5,True
613001,"cultivatrice d’arachide  préparer la parcelle,  semer, entretenir, ramasser, sécher et faire la vente",613001,0.5,True
613001,"cultivatrice d’arachide  préparer la parcelle , semer, entretenir,  recolter,  sécher et faire la vente",613001,0.5,True
613001,cultivatrice d’arachide  je cultive,613001,0.5,True
613001,cultivatrice d’arachide  je cultive,613001,0.5,True
613001,cultivatrice d’arachides  je cultive,611001,0.5,False
613001,"cultivatrice d’arachides  désherbage,  labour, semence, entretien",613001,0.5,True
613001,cultivatrice d’arachides  je cultive,611001,0.5,False
613001,cultivatrice d’arachides  je cultive,611001,0.5,False
613001,cultivatrice d’arachides  je cultive,611001,0.5,False
613001,cultivatrice d’arachides  je cultive,611001,0.5,False
613001,cultivatrice d’arrachide  production et vente d’arrachide,611001,0.5,False
613001,cultivatrice d’igname  rassembler les ignames recoltees,613001,0.5,True
613001,"cultivatrice d’igname  désherbage, entretien",613001,0.5,True
613001,cultivatrice d’igname  recolter des ignames,613001,0.5,True
613001,"cultivatrice d’igname  désherbage,  défrichage,  faire les buttes puis planter les tubercules,  entretien",613001,0.5,True
613001,cultivatrice d'arachide  deblayer le terrain pour la culture prochaine.,613001,0.5,True
613001,"cultivatrice d'arachide  semer , récolter et vendre",613001,0.5,True
613001,cultivatrice d'arachide  cultiver et service repas,613001,0.5,True
613001,"cultivatrice d'aubergine, gombo...  netoyer et arroser le jardin",611006,0.5,False
613001,"cultivatrice de banane  nettoyage, recolte",613001,0.5,True
611001,cultivatrice de cacao  cultiver et vendre le cacao,611001,0.5,True
611001,cultivatrice de cacao  ramassage,611001,0.5,True
613001,"cultivatrice de culture vivrières  désherbage,  labour, arrosage",611001,0.5,False
613001,cultivatrice de l’arachide  je cultive,611001,0.5,False
613001,cultivatrice de l’igname  cultiver de l’igname,611001,0.5,False
613001,cultivatrice de l’igname  cultiver de l’igname,611001,0.5,False
613001,cultivatrice de l’igname  cultiver de l’igname,611001,0.5,False
611006,"cultivatrice de legumes  entretenir, recolter les legumes",611006,0.5,True
611001,cultivatrice de maïs  semer et récolter le maïs,613001,0.5,False
611001,cultivatrice de maïs  semer et récolter le maïs,613001,0.5,False
611001,cultivatrice de manioc  entretien mise de la sence en terre et recolte,613001,0.5,False
611001,"cultivatrice de manioc  préparation du terrain, sélection et préparation des boutures, planter les boutures, entretien de la culture, récolte",613001,0.5,False
613001,"cultivatrice de manioc  préparation du terrain, sélection et préparation des boutures, planter les boutures, entretien de la culture, récolte et commercialisation.",613001,0.5,True
613001,cultivatrice de manioc  culture de manioc,631001,0.5,False
613001,cultivatrice de manioc  culture de manioc,631001,0.5,False
613001,cultivatrice de manioc  culture de manioc,631001,0.5,False
613001,"cultivatrice de manioc  préparation du terrain, sélection et préparation des boutures, planter les boutures, entretien de la culture, récolte et commercialisation.",613001,0.5,True
611001,cultivatrice de riz  semer nettoyer recolter,613001,0.5,False
611006,"cultivatrice de tomate  cultiver, entretenir, recolter et vendre",611006,0.5,True
611006,"cultivatrice de tomate  cultiver, entretenir, recolter et vendre",611006,0.5,True
613001,cultivatrice d'igname  buttes nettoyage recolte vente,611006,0.5,False
611006,"cultivatrice d'oignon  nettoyage, recolte, faire le tri, vente",613001,0.5,False
611001,cultivatrice mais  nettoyer le champ - semer et recolter le mais,613001,0.5,False
611001,cultivatrice mais  nettoyer le champ - recolter le mais - semer le mais,613001,0.5,False
613001,culture  de manioc  culture et vente de manioc,631001,1.0,False
611001,culture d’anacarde  recolter pour vendre,611001,0.5,True
611001,culture d’anacarde  je cultive,611001,0.5,True
611001,"culture d'anacarde,thèque,manioc et igname  cultiver l'anacarde, thèque,manioc et l' igname",613001,0.5,False
611001,"culture de cacao  planter,desherber,pulveriser, ceuillir,cabosser et vendre les feves de cacao",611001,0.5,True
611001,culture de cacao  mettre les engrais et nettoyer le champ,611001,0.5,True
611006,culture de gombo  culture gombo,611006,0.5,True
611006,culture de gombo  cultiver du gombo,611006,0.5,True
611001,"culture de l anacarde,riz et maïs  cultiver anacarde,maïs et riz",611001,0.5,True
611006,"culture de legumes  semer,nettoyer,recolter et vendre la recolte obtenue",611003,0.5,False
613001,culture d'igname  buttes recolte vente,613001,0.5,True
613001,culture du manioc  culture et vente de manioc,631001,1.0,False
611006,culture maraîchères  culture et vente de legumes frais,613098,0.5,False
613001,culture vivriere de tomate  cultivé et la vente des tomage,611006,0.5,False
613001,culture vivrières  culture  marichaire,611006,0.5,False
611001,cultuvateur de anacarde  balayer entrenir surveiller le champ recolter assecher et vendre,611001,0.5,True
611001,"cultuvateur de anacarde  nettoyer, semer  planter, entretenir ,recolter et vendre",611001,0.5,True
611001,cultuvateur de anacarde  balayer entrenir surveiller le champ recolter et vendre,611001,0.5,True
611001,cultuvateur de anacarde  balayer entrenir surveiller le champ faire’la recolte,611001,0.5,True
611001,cultuvateur de anacarde  defrichez entrenir surveiller le champ recolter et vendre,611001,0.5,True
611001,"cultuvateur de anacarde  nettoyer, planter, entretenir, recolter et vendre",611001,0.5,True
611001,cultuvateur de anacarde  balayer surveiller le champ recolter et vendre,611001,0.5,True
611001,"cultuvateur de anacarde et autres culture maraîchers  nettoyer, planter, entretenir, recolter et vendre de l’anacarde",611001,0.5,True
611001,"cultuvateur de anacarde et autres culture vivrières  nettoyer, planter ou semer, recolter",611006,0.5,False
611001,"cultuvateur de anacarde et autres produits vivrières  nettoyer, planter, semer, recolter et vendre",611001,0.5,True
611001,"cultuvateur de anacarde et riz  nettoyer, planter, ramasser, recolter et vendre",611001,0.5,True
611001,"cultuvateur de anacarde, riz et maïs  nettoyer, semer ou planter, entretenir, recolter et vendre de anacarde,riz et maïs",611001,0.5,True
611001,"cultuvateur de anacarde,riz et maïs  nettoyer, semer, planter, recolter, ramasser et vendre de anacarde",611001,0.5,True
611001,cultuvateur de cacao  culture et vente du cacao,611001,0.5,True
611001,cultuvateur de cacao  cultuve le cacao,611001,0.5,True
611001,cultuvateur de cacao  culture de cacao,611001,0.5,True
611001,cultuvateur de cacao  cultuver entretenir recolter et vendre,611001,0.5,True
611001,cultuvateur de cacao  culture et vente de cacao,611001,0.5,True
611001,cultuvateur de igname  culture de igname,611006,0.5,False
611006,"cultuvateur de légumes et arachide  nettoyer, semer, planter, recolter et vendre",611006,0.5,True
611006,"cultuvateur de légumes et arachide  semer, planter, entretenir, recolter et vendre",611006,0.5,True
613001,cultuvateur de manioc  defricher le champ entrenir surveiller le champ recolter vendre,611001,0.5,False
611001,"cultuvateur de riz et de soja  nettoyer, planter ou semer, entretenir, recolter et vendre de riz et soja",611001,0.5,True
613001,"cultuvateur maïs et autres produits vivrières  nettoyer, planter ou semer, entretenir, recolter ou ramasser et vendre de anacarde",611001,0.5,False
611006,cultuvateur marechaire  culture de chou,921001,0.5,False
613001,cultuvatrice de arachide  defricher le champ surveiller entrenir desherber recolter et vendre,613001,0.5,True
613001,"cultuvatrice de arachide et de manioc  nettoyer, planter, semer, recolter et vendre",611006,0.5,False
613001,"cultuvatrice de arachide, gombo haricots  nettoyer, semer, entretenir, recolter et vendre",611006,0.5,False
613001,cultuvatrice de arachides  semer et entrenir le champ,613001,0.5,True
613001,cultuvatrice de bannane  travaux champetres,611001,0.5,False
611006,"cultuvatrice de gombo et arachide  nettoyer, semer ou planter, entretenir, recolter et vendre",611006,0.5,True
611006,"cultuvatrice de gombo, arachide, haricots et ramassage de anacarde  nettoyer, semer ou planter, entretenir, recolter et vendre",611006,0.5,True
611006,"cultuvatrice de gombo, arachide, manioc  nettoyer la terre, planter,semer, recolter et vendre",611006,0.5,True
611006,"cultuvatrice de gombo,arachide, piment  nettoyer, semer ou planter, entretenir, recolter et vendre",611006,1.0,True
613001,cultuvatrice de manioc  defricher le sol semer entrenir et surveiller le champ recolter,631001,0.5,False
613001,cultuvatrice de manioc  semer entrenir et surveiller le champ recolter,631001,0.5,False
613001,cultuvatrice de manioc  planter les tiges desherber le champ entre et surveiller le champ recolter et vendre,613001,0.5,True
613001,cultuvatrice de manioc  defricher entrenir desherber surveiller le champ recolter et vendre,611001,0.5,False
613001,cultuvatrice de manioc  culture de manioc,631001,0.5,False
613001,cultuvatrice de manioc  desherber le champ planter les semences surveiller entrenir recolter et vendre,611001,0.5,False
613001,"cultuvatrice de manioc et autres produits vivrières  nettoyer, semer ou planter, entretenir, recolter et vendre",611006,0.5,False
613001,"cultuvatrice de manioc et les produits maraîchers  nettoyer, semer, recolter et vendre",611006,0.5,False
611006,"cultuvatrice de tomate  cultiver, entretenir recolter et vendre",611006,1.0,True
613001,culvatrice de l’arachide  je cultive,631001,0.5,False
611001,cutivateur de cacao  mettre les engrais et nettoyer,611001,0.5,True
933004,dechargeur  decharger la marchandises des camions,962004,0.5,False
325199,délégué médicale  faire la promotion de produits,333202,0.5,False
130099,directeur d'ecole primaire  donner des cours - gerer l'ecole,531002,0.5,False
962004,docker  chargement et dechargement de camion,933099,0.5,False
962004,docker  chargement et dechargement de mais et anacarde,613001,0.5,False
962004,dockers  planifier et diriger l’équipe,325103,0.5,False
531002,donner les cours a domicile  enseigner les eleves a domicile,235103,1.0,False
235103,educateur  educateur dans un etablissement,234001,0.5,False
235103,educateur d'ecole  etablie les emploi du temps des eleves le suivie des eleves,233005,0.5,False
235103,educatrice  reception des parents d'eleves; contrôle des eleves et etudiants,235402,1.0,False
741001,electricien  installation du courant,741001,0.5,True
741001,electricien  electricite de batiment,741001,1.0,True
723001,electricien auto  controler des pieces electriques et des systemes electronique du vehicule,723001,1.0,True
723001,électricien auto  entretenir le système électrique des auto,723001,0.5,True
741001,electricien plombier  réparation de fuite d’eau et de disfonctionnement électrique,741001,0.5,True
741001,electricien-plombier  installation électronique et plomberie,741001,0.5,True
612002,"elevage de poulet  pilier la bache, les nourrir et donner a boire et faire les vaccins quand c'est le moment",612002,0.5,True
612001,eleveur  elever et vendre des bovins,516005,1.0,False
612001,eleveur  elever des bovins,516005,0.5,False
612001,eleveur  entretien du local nourrir les bêtes,516005,0.5,False
612001,eleveur d’ovins  soigner et nourrir les animaux,516005,1.0,False
612001,eleveur de bœuf  elevage et vente de  bœuf,521102,0.5,False
612001,éleveur de bœuf  élever et vendre des bovins,516005,0.5,False
612001,eleveur de boeufs  chaque jour je vais au champ avec les animaux les nourrit et autres soins,613001,1.0,False
612002,eleveur de pondeuses  elevage et vente de pondeuse,516005,0.5,False
612001,eleveur de porc  entretenir et nourrir,516005,0.5,False
612002,eleveur de poussin  elever et vendre,516005,1.0,False
612002,eleveur de volailles  nourrir les poulets et faire les ramassages des oeufs,612002,0.5,True
612001,eleveur porc  donner a manger -  boire - vendre,612001,0.5,True
514001,elle offre ses services  elle traisse les cheveux des femmes,514001,1.0,True
911001,"emploiyee de maison  faire le menage, preparer la nourriture et laver le linge",911001,1.0,True
531002,encadreure pédagogique  apprenez aux enfants à lire et à écrire,234001,1.0,False
234001,enseignant  enseigner les eleves,234001,0.5,True
234001,enseignant  enseigner les personnes,234001,0.5,True
234001,enseignant  enseigner les personnes,234001,0.5,True
233005,enseignant au secondaire  dispenser les cours,234001,0.5,False
234001,enseignant benevole  enseigner,234001,1.0,True
234001,enseignant d ecole primaire  apprendre aux enfants a lire et ecrire,234001,0.5,True
233005,enseignant de college  dispenser les cours,233005,0.5,True
234001,enseignant de l ecole primaire  apprendre aux enfants a lire et ecrire,234001,0.5,True
234001,enseignant d'école primaire  donner des cours aux élèves du primaire,234001,0.5,True
234001,enseignant d'école primaire  donner des cours aux élèves du primaire,234001,0.5,True
234001,enseignant d'école primaire  enseigner les enfants,234001,0.5,True
234001,enseignant du primaire  apprenez aux enfants a lire et ecrire en francais,234001,0.5,True
234001,enseignant du primaire  enseignement,234001,0.5,True
233005,enseignant du secondaire  apprendre aux eleves la langue allemande,234001,0.5,False
233005,enseignant secondaire  enseigne les eleves,531002,0.5,False
234001,enseignante  dispenser le savoir aux enfants,234001,0.5,True
234001,"enseignante  préparation des cours, expliquer clairement les concepts et assurer la progression des apprentissage, concevoir et corriger des évolutions...",233005,1.0,False
234001,enseignante à l'école primaire  apprendre aux enfants a lire et ecrire,234001,0.5,True
234001,enseignante d ecole primaire  apprenez aux enfants a lire et à écrire,234001,0.5,True
234001,enseignante d’école primaire au privé  apprenez aux enfants à lire et à écrire,234001,0.5,True
234001,enseignante d'école primaire  apprendre aux enfants a lire et ecrire,234001,0.5,True
235299,enseignante franco-arabe  dispenser les savoir aux enfants,323003,0.5,False
234001,enseignement  apprenez aux enfants a lire et a écrire,234001,1.0,True
234001,enseignement bénévolat  dispensés les cours,234001,1.0,True
235299,enseignement de l’école coranique  enseignement de l’école coranique,341203,0.5,False
235299,enseignement en franco arabe  donner les cours aux enfants,235499,0.5,False
522001,entrepreneur ( vendeur de voiture.....)  il vend les voitures,333202,0.5,False
333104,entrepreneur en batiment  chercher des contrats avec des individuel pour la construction  des batiments,522001,0.5,False
921001,entretien  et recolte  entretien,613001,0.5,False
514003,esthéticienne  soins du visage et des mains,514001,0.5,False
521108,fabricant de tchapalo  aller pileé les maïs et preparer et puis servir les clients,751302,1.0,False
521106,fabricante d'attiéké  faire la semoule de manioc et faire cuire,521106,0.5,True
521106,"fabrication d attieke  achater du manioc et faire la transformation, preparer et vendre d attieke",754099,0.5,False
521106,"fabrication d attieke  achater du manioc, faire la transformation et vendre",140005,0.5,False
521106,fabrication d'atieke  préparation,753102,0.5,False
521106,fabrication de attieke pour la commercialisation  achat et fabrication de attieke pour la vente,323001,0.5,False
962010,fabrication de glaces; l eau et du lait caille  fabrication de glaces; l eau et du lait caille,754099,0.5,False
754099,fabrication de pâte de manioc  fabriquer la pâte de manioc,631001,0.5,False
